followers_count,friends_count,favorites_count,statuses_count,default_profile,default_profile_image,verified,bot
157,551,634,12219,0,0,0,0
1720,1671,31006,24608,0,0,0,0
0,1,0,0,1,1,0,0
239,340,6506,3472,1,0,0,0
140,218,1775,1297,0,0,0,0
2182,770,9671,4404,0,0,0,0
565,1256,1830,6319,0,0,0,0
283,662,2396,2089,0,0,0,0
912,558,14487,32094,0,0,0,0
299,521,158,1257,0,0,0,0
187,227,327,7851,0,0,0,0
857,529,42986,6560,1,0,0,0
3655,3611,391,8609,0,0,0,0
2375,2434,15843,9535,0,0,0,0
285,388,7664,8324,0,0,0,0
307,163,9253,14407,0,0,0,0
749,239,2252,1523,0,0,0,0
7165,315,674,7182,0,0,0,0
353,308,3628,756,1,0,0,0
3880,443,138,4570,0,0,0,0
422,396,12021,25715,0,0,0,0
313,236,4461,11136,1,0,0,0
27454,1004,7858,10255,0,0,0,0
1307,1683,4525,4853,0,0,0,0
165886,457,21406,6393,1,0,1,0
301,277,2731,1642,1,0,0,0
531,514,38880,73036,0,0,0,0
3,1,3,13,1,0,0,0
52,2,15,369,0,0,0,0
392,214,3171,2005,1,0,0,0
225,154,11684,12370,0,0,0,0
224,219,10393,5093,0,0,0,0
99103,173,13869,36534,0,0,1,0
230,396,1113,981,0,0,0,0
139,295,13582,2838,0,0,0,0
1121,4378,6882,260450,1,0,0,0
1253,2134,1313,3083,0,0,0,0
0,11,0,0,1,1,0,0
2972,3276,744660,319767,1,0,0,0
1004,1567,33623,10271,0,0,0,0
563,4999,43926,42942,1,0,0,0
38194,6579,27480,17095,0,0,1,0
621,414,2988,7961,1,0,0,0
231,75,21550,1729,1,0,0,0
212,396,4522,2386,0,0,0,0
16,16,26,119,1,0,0,0
33345,666,1666,8642,0,0,1,0
924,975,67943,48883,0,0,0,0
1113,1189,678,1677,0,0,0,0
2405,1768,109909,44181,1,0,0,0
545,412,46419,23895,0,0,0,0
1175,806,45586,30645,0,0,0,0
466,564,63886,38228,1,0,0,0
168,332,5630,5117,0,0,0,0
267,905,18097,19,0,0,0,0
373,674,36838,10023,0,0,0,0
98,54,21333,8737,1,0,0,0
323,1467,1437,1392,1,0,0,0
114,152,16473,38665,1,1,0,0
948,934,244265,70813,0,0,0,0
671,670,367,1124,1,0,0,0
616,1537,26945,14224,1,0,0,0
246,239,16784,13567,0,0,0,0
413,241,6316,25635,0,0,0,0
108,266,22660,3610,1,0,0,0
329,0,6220,5939,1,0,0,0
352,215,17316,79964,0,0,0,0
21,63,936,256,1,0,0,0
3661,3207,16467,18241,0,0,0,0
14,113,7,10,1,0,0,0
188,196,2672,3002,0,0,0,0
778,332,2889,21360,0,0,0,0
3847,1206,12009,18043,0,0,0,0
581,339,9924,6972,0,0,0,0
672,512,7613,15085,0,0,0,0
580,476,7484,4634,1,0,0,0
1076,245,2015,2590,0,0,0,0
2243,4999,87274,125807,1,0,0,0
325,156,110088,47529,0,0,0,0
3202,4317,1761,59646,0,0,0,0
1,9,0,2,1,0,0,0
3,180,138,5,1,0,0,0
5,58,206,870,1,0,0,0
1321,968,210632,30231,0,0,0,0
3048,3591,52845,86884,0,0,0,0
791,3141,47083,59072,1,0,0,0
164,299,28652,15165,1,0,0,0
33785,22323,5124,8738,0,0,0,0
303,496,4807,1551,0,0,0,0
317,438,1829,1872,1,0,0,0
174,376,4963,6042,1,0,0,0
896,484,19284,22752,0,0,0,0
8650,1147,4406,27164,0,0,0,0
937,797,1235,5873,0,0,0,0
348,311,7591,11055,0,0,0,0
2,52,28,111,1,0,0,0
637,642,8590,8999,1,0,0,0
3374,4248,14244,12233,0,0,0,0
134,772,45,641,1,0,0,0
5819,6371,69500,82604,1,0,0,0
634,444,4988,128368,1,0,0,0
1187,828,5948,1812,0,0,0,0
153,169,786,13924,0,0,0,0
243,706,7248,8618,0,0,0,0
487,172,26364,22702,1,0,0,0
638,474,7752,22795,0,0,0,0
0,23,0,6,1,0,0,0
738,594,3173,20329,0,0,0,0
1,22,0,0,1,0,0,0
373,1639,23234,7381,1,0,0,0
428,35,2504,16337,0,0,0,0
892,465,13228,20270,0,0,0,0
715,3136,3682,1184,0,0,0,0
155644,3490,8163,16201,0,0,1,0
217,384,239,10050,0,0,0,0
18591,1381,82363,32764,0,0,0,0
981,696,9471,5155,0,0,0,0
125,149,6664,1989,1,0,0,0
1549,110,268,7448,0,0,0,0
0,33,22,36,1,0,0,0
442,608,4787,47506,0,0,0,0
657,388,20971,29280,0,0,0,0
0,33,1,1,1,1,0,0
558,350,22996,16274,0,0,0,0
9,9,57,1428,1,0,0,0
53342,1347,7008,32897,0,0,1,0
5909,6496,514125,261475,0,0,0,0
417,669,329,750,0,0,0,0
746,434,7060,5824,0,0,0,0
57,163,578,573,1,0,0,0
270,446,28239,21465,0,0,0,0
620,254,117603,25556,0,0,0,0
396,408,6683,8862,1,0,0,0
34023,889,47539,69592,0,0,1,0
1963,622,42662,21116,0,0,0,0
395,2157,7843,4905,0,0,0,0
710,477,94863,69604,0,0,0,0
490,606,8050,6666,1,0,0,0
528,491,6564,2652,1,0,0,0
1338,1263,6041,22506,0,0,0,0
99,89,8417,2316,0,0,0,0
3526,2942,1494,5021,0,0,0,0
217,274,877,1858,0,0,0,0
209,954,18910,8584,0,0,0,0
2601,2742,3273,1552,1,0,0,0
684,1102,15386,1939,1,0,0,0
415,320,19828,50219,0,0,0,0
0,2,4,0,1,0,0,0
746,632,11670,11084,1,0,0,0
24658,53118,18356,19594,0,0,0,0
589,353,11397,4622,1,0,0,0
603,5000,3939,40481,1,0,0,0
126,236,5022,3232,1,0,0,0
11226,0,30309,31017,0,0,0,0
1048,1036,0,39839,1,1,0,0
173,467,8576,1500,0,0,0,0
195,1162,37731,2283,0,0,0,0
445,202,22386,41479,0,0,0,0
13246,664,13596,15163,0,0,1,0
558,340,26414,17430,0,0,0,0
2307,1038,1263,14208,0,0,0,0
442,333,53,2644,0,0,0,0
535,469,12658,9293,1,0,0,0
1579,3530,2832,23213,1,0,0,0
722,474,9610,1321,1,0,0,0
197,103,51,2801,1,0,0,0
174,260,8839,6112,1,0,0,0
3,55,285,0,1,0,0,0
287,1011,65746,101394,0,0,0,0
6263,389,1201,1556,0,0,0,0
262,933,10442,3041,0,0,0,0
96,0,10979,1973,1,0,0,0
2118,1163,58373,43685,0,0,0,0
1036,1051,525,4096,0,0,0,0
16717,2322,1711,12075,0,0,0,0
120,386,14711,42421,1,0,0,0
681,241,6623,15909,0,0,0,0
5,24,6,2,1,0,0,0
592,184,12208,10388,0,0,0,0
152,86,5104,15537,1,0,0,0
432,634,17950,9561,0,0,0,0
7924,606,14315,13479,0,0,0,0
710,518,3370,4723,1,0,0,0
713,1623,38740,7284,1,0,0,0
1836,1093,213499,53534,0,0,0,0
0,2,0,0,1,0,0,0
1253,2623,71508,157228,0,0,0,0
48,222,2780,543,1,0,0,0
2227319,1849,5603,139359,0,0,1,0
0,0,0,0,1,1,0,0
139,117,13954,1367,0,0,0,0
739,535,31231,26173,0,0,0,0
4676,3881,82,148695,0,0,0,0
1252,901,1076,10093,0,0,0,0
440,374,3503,184,1,0,0,0
241,85,2319,1774,1,0,0,0
694,364,46544,28029,1,0,0,0
1660,1030,8753,127199,0,0,0,0
2019,2747,6140,22100,1,0,0,0
572,253,16924,7174,1,0,0,0
30418,275,2884,23486,0,0,1,0
458,72,1295,463,0,0,0,0
1229,613,262666,143072,0,0,0,0
47469,4541,226194,62910,0,0,1,0
0,1,454,14,1,0,0,0
1738,4649,20377,21272,0,0,0,0
48438,386,13847,14845,0,0,1,0
126,135,478,3441,0,0,0,0
603,554,17140,61657,1,1,0,0
2,0,0,1,1,1,0,0
260,200,477,247,1,0,0,0
243,219,15575,1719,1,0,0,0
150,325,2466,4373,1,0,0,0
661,419,51016,16518,1,0,0,0
0,0,0,2,1,0,0,0
13570,44,3226,7347,1,0,0,0
5946,1951,46508,45472,0,0,0,0
997,407,18395,19714,1,0,0,0
767,338,5732,36543,0,0,0,0
2,9,32,0,1,1,0,0
237,739,20937,13516,1,0,0,0
3919,2911,1222,88899,0,0,0,0
1188,866,24787,24916,0,0,0,0
446,523,385,1304,0,0,0,0
3,21,2,12,1,0,0,0
0,1,0,1,1,0,0,0
8,56,343,53,1,0,0,0
631,378,58296,33889,0,0,0,0
388,375,21126,939,1,0,0,0
286,229,15826,5661,1,0,0,0
104,89,1381,1285,1,0,0,0
202,200,1842,2785,0,0,0,0
662,912,10331,17772,0,0,0,0
4090,1516,15788,151489,0,0,0,0
15,42,474,9359,1,0,0,0
459,814,2962,5815,1,0,0,0
18636,1694,1786,18766,0,0,0,0
2485,258,1053,5072,1,0,0,0
953,706,18186,14722,0,0,0,0
514,1423,30902,52147,0,0,0,0
353,125,13212,11573,1,0,0,0
454,695,12276,10761,1,0,0,0
483,247,53612,76566,0,0,0,0
770,185,887,13674,0,0,0,0
4683,4313,3171,6284,0,0,0,0
623,529,28422,8556,0,0,0,0
245,153,10928,25862,0,0,0,0
480,307,24507,13100,0,0,0,0
1577,2395,11495,15058,0,0,0,0
49,42,765,432,1,0,0,0
31,88,2684,808,0,0,0,0
302,259,20271,7915,0,0,0,0
629,172,54410,25881,0,0,0,0
2841,1279,41231,70407,0,0,0,0
825,285,7425,7406,1,0,0,0
442,310,1579,10090,1,0,0,0
32287,21559,41284,37298,0,0,0,0
357,287,2744,449,1,0,0,0
355,418,39052,22494,0,0,0,0
2428,1916,16287,70395,0,0,0,0
1181,1483,174518,204551,1,0,0,0
360,360,21603,178903,0,0,0,0
10233,3974,26166,38062,0,0,0,0
61,109,17974,40499,1,0,0,0
1625,2081,14432,33422,0,0,0,0
1013,79,6,5392,1,0,0,0
286,609,29342,2110,1,0,0,0
876,567,62156,65056,0,0,0,0
372,418,57719,3580,1,0,0,0
400,389,12149,20813,1,0,0,0
2287,4995,80959,148985,0,0,0,0
877,1625,66852,56621,1,0,0,0
642,559,40167,56763,0,0,0,0
53,551,47,322,1,0,0,0
1,2,1,5,1,0,0,0
375,615,24087,60996,0,0,0,0
16855,3060,2535,43406,0,0,0,0
407,168,6424,8202,1,0,0,0
1371,424,370,64475,0,0,0,0
771,2782,3867,21318,0,0,0,0
669,524,20033,27909,1,0,0,0
0,0,0,0,1,1,0,0
199,123,58,1117,1,0,0,0
247,261,722,17939,0,0,0,0
321,275,15805,4577,1,0,0,0
1054,458,30748,43441,0,0,0,0
123,0,1119,1402,1,0,0,0
130,1041,4842,6089,0,0,0,0
463,426,3786,3020,0,0,0,0
605,1628,4135,26525,0,0,0,0
365,378,7809,7839,0,0,0,0
80,247,9707,882,1,0,0,0
244,200,1908,3372,1,0,0,0
698,518,54655,6183,0,0,0,0
117385,678,748,104717,0,0,1,0
4085,1576,3953,15357,0,0,0,0
2927,2002,4491,601702,1,0,0,0
263,179,10347,14116,0,0,0,0
671,680,64021,42169,0,0,0,0
821,652,18118,2781,1,0,0,0
1971,1908,933,7517,0,0,0,0
1,13,0,6,1,0,0,0
757,560,1583,4500,1,0,0,0
229,219,3328,2059,1,0,0,0
4334,2822,402,169147,0,0,0,0
1269,2356,12095,10036,0,0,0,0
1075,4870,217600,281429,1,1,0,0
499162,9696,33224,23865,0,0,1,0
335,175,6972,10290,0,0,0,0
3066,1603,1984,91906,0,0,0,0
653,275,9280,7844,0,0,0,0
148,129,5119,14476,1,0,0,0
263,412,18136,1949,0,0,0,0
1260,765,94054,41041,1,0,0,0
44392,41836,11543,121264,0,0,0,0
759,832,17211,7000,1,0,0,0
28707,22383,20658,59881,0,0,1,0
771,512,6689,6202,1,0,0,0
1,0,0,19,1,0,0,0
304,247,128,1025,0,0,0,0
1340,714,5724,5998,0,0,0,0
381,451,234,602,0,0,0,0
1201,85,7750,131526,1,0,0,0
65266,1368,4945,13190,0,0,1,0
1653,4218,97244,62905,0,0,0,0
22,158,175,417,1,0,0,0
1253,1546,89291,35962,0,0,0,0
485,504,14606,5232,0,0,0,0
107,82,830,2994,1,0,0,0
33428,232,1434,1978,0,0,0,0
8104,8366,79786,65687,1,0,0,0
5,8,286,41,1,0,0,0
1255,921,14609,16869,0,0,0,0
1044,402,70747,15968,1,0,0,0
2,9,160,18,1,0,0,0
380,337,2559,7828,0,0,0,0
6552,3589,75502,121500,0,0,0,0
6739,6762,292597,411222,0,0,0,0
713,1214,20185,36762,1,0,0,0
129,501,29739,5496,0,0,0,0
2,1,1,0,1,1,0,0
225,327,1917,375,0,0,0,0
200,218,5406,23346,1,0,0,0
952,2746,99401,62532,0,0,0,0
215,241,233,1883,0,0,0,0
257,506,1987,2392,0,0,0,0
4395,5001,254131,178648,1,0,0,0
2226,4321,7130,10553,0,0,0,0
2399,2625,851,4904,0,0,0,0
0,19,1340,103,1,0,0,0
480,315,1123,27134,1,0,0,0
2366,3197,3919,6173,0,0,0,0
1456,2496,880,4964,0,0,0,0
230,200,1526,33618,0,0,0,0
1361,2344,901,4601,0,0,0,0
1535,558,1189,3429,1,0,0,0
294,268,62259,19944,0,0,0,0
3,96,43,15,1,0,0,0
2450,452,36660,72344,0,0,0,0
209,421,33987,29618,0,0,0,0
609,571,33855,45962,1,0,0,0
3731,1304,4253,6305,0,0,0,0
9385,10630,53332,114987,0,0,0,0
831,696,44443,22947,0,0,0,0
8650,1333,48,7850,0,0,0,0
710,487,30474,9303,0,0,0,0
141,120,20109,96457,0,0,0,0
379,304,8322,4442,1,0,0,0
146,418,20556,8411,0,0,0,0
630,603,39522,15893,1,0,0,0
1308,1690,787,4782,0,0,0,0
213,1003,26873,4065,0,0,0,0
210,389,6492,2681,1,0,0,0
133,184,33667,10405,0,0,0,0
284,234,14522,11962,1,0,0,0
702,521,7172,39208,0,0,0,0
2086,1864,48909,101060,1,0,0,0
1716,1605,3395,256540,0,0,0,0
128,128,3073,2214,1,0,0,0
583,507,16124,12496,0,0,0,0
1,1,0,0,1,0,0,0
285,544,25070,32686,0,0,0,0
1393,498,53646,68520,0,0,0,0
10151,670,72329,148615,0,0,0,0
106,191,64,647,0,0,0,0
4315,556,19319,15861,1,0,0,0
2,1,2,8,1,1,0,0
17594,1008,54284,14452,0,0,0,0
584,283,58932,4785,1,0,0,0
117,225,1266,326,1,0,0,0
735,1282,235,4170,1,0,0,0
1624,1811,88038,35386,1,0,0,0
831,700,141,1050,0,0,0,0
941,624,5424,2248,1,0,0,0
166039,12873,2165,82766,0,0,1,0
535,159,23028,30106,0,0,0,0
478,663,925,6541,0,0,0,0
481,192,11318,110212,0,0,0,0
833,770,8700,20893,0,0,0,0
1873,224,2159,2897,0,0,0,0
110,423,26606,11780,1,0,0,0
141,107,6797,1311,0,0,0,0
821,445,18231,60838,0,0,0,0
614,424,29268,13214,0,0,0,0
3745,3650,127641,237088,1,0,0,0
177,239,418,197,0,0,0,0
269,299,2345,2064,0,0,0,0
1169,565,2287,21479,0,0,0,0
1060,168,18568,17230,0,0,0,0
29485,31363,307167,98399,1,0,0,0
0,0,13,4,1,1,0,0
1184,2105,6872,5020,1,0,0,0
11472,196,4103,7012,0,0,1,0
480,174,4174,4281,1,0,0,0
822,579,15012,25314,0,0,0,0
265,345,6165,9948,0,0,0,0
1338,2743,14123,20709,0,0,0,0
47633,3096,9931,74744,0,0,0,0
564,1010,14691,19918,0,1,0,0
361,475,32824,16546,0,0,0,0
324,628,20088,25491,1,0,0,0
1574,5001,16968,160351,0,0,0,0
6003,515,112318,116312,0,0,0,0
39278,22378,64473,86901,0,0,0,0
2821,2407,9505,9159,0,0,0,0
293,184,9026,13275,1,0,0,0
194,325,340,1229,0,0,0,0
354,369,1854,6864,1,0,0,0
4085,3131,4,7619,0,0,0,0
708,753,2477,795,0,0,0,0
733,484,2621,3204,0,0,0,0
262,289,2823,12729,1,0,0,0
7419,5602,250,23252,0,0,0,0
120,286,10460,3034,1,0,0,0
236,482,11561,3374,1,0,0,0
485,281,16935,18537,0,0,0,0
216,376,1931,21614,1,0,0,0
284,364,73468,8570,1,0,0,0
3005,2650,244221,288408,1,0,0,0
302,479,3999,4441,0,0,0,0
0,6,1,5,1,0,0,0
549,574,6284,2296,0,0,0,0
3187,219,1179,2378,1,0,0,0
34651,1195,16014,69565,0,0,1,0
140812,1302,1421,297774,1,0,1,0
1171,1772,8840,2307,0,0,0,0
1713,2669,29351,68934,1,0,0,0
187,318,6936,1110,1,0,0,0
414,523,76660,63254,0,0,0,0
270,289,3970,1229,1,0,0,0
475,667,13541,11555,1,0,0,0
15288,71,11137,10766,0,0,1,0
430,775,26329,11404,0,0,0,0
130,229,77,1040,0,0,0,0
511,1159,729,3984,0,0,0,0
492,387,28915,25713,0,0,0,0
56726,35484,27332,226120,0,0,0,0
3083,1870,2859,12179,0,0,0,0
2125,1275,5158,8894,0,0,0,0
308,389,19481,1002,1,0,0,0
5826,2953,2538,5985,0,0,0,0
275,561,552,483,1,0,0,0
691,454,5015,2059,1,0,0,0
560,449,21322,5948,1,0,0,0
1,1,1,4,1,0,0,0
416,620,5528,7,0,0,0,0
200,1469,899,4791,1,0,0,0
385,994,33977,21746,0,0,0,0
18511,17026,9406,22406,0,0,0,0
343,488,3221,4904,0,0,0,0
306,2599,25766,27225,0,0,0,0
542,532,689,70471,0,0,0,0
124,51,80,554,0,0,0,0
388,300,99959,36903,0,0,0,0
673,716,97908,20211,0,0,0,0
117,24,3380,5193,1,0,0,0
1358,1917,3393,11736,0,0,0,0
362,426,4244,6190,0,0,0,0
4690,4670,23336,187441,1,0,0,0
343,416,8491,27392,1,0,0,0
265,395,28847,12151,1,0,0,0
394,320,20470,14792,0,0,0,0
6839,2781,157673,119180,0,0,0,0
2,0,0,0,1,1,0,0
15842,426,18,61450,0,0,1,0
579,323,95,77929,0,0,0,0
240,173,2511,955,1,0,0,0
1759,1931,5754,1666,0,0,0,0
2935,211,498,4220,0,0,0,0
490,381,7196,6598,1,0,0,0
74509,10453,1386,78326,0,0,1,0
108,118,6063,6724,1,0,0,0
2810,5000,79169,219571,0,0,0,0
12187,2793,10572,19468,0,0,0,0
5,0,0,0,1,1,0,0
744,630,37283,13204,1,0,0,0
1651,497,4080,128990,0,0,0,0
5,81,2,3,1,0,0,0
103,1163,3527,104,0,0,0,0
175,163,5369,3172,1,0,0,0
264,94,1100,1788,1,0,0,0
268,463,3445,2378,0,0,0,0
261,181,7626,24240,0,0,0,0
361,251,27980,3250,1,0,0,0
896,977,167876,127441,1,0,0,0
1501,2813,31584,30644,0,0,0,0
146,233,639,1628,0,0,0,0
5164,5364,152211,95421,0,0,0,0
1828,951,64969,34810,0,0,0,0
1855,547,3411,2420,0,0,0,0
193,618,8013,2450,1,0,0,0
344,666,22947,11766,0,0,0,0
401,216,22187,52484,0,0,0,0
5530,5048,6619,19549,0,0,0,0
247,186,24419,11880,0,0,0,0
462,744,12616,22722,0,0,0,0
15818,1249,2651,23105,0,0,1,0
389,472,45293,7702,0,0,0,0
248,246,15230,5476,1,0,0,0
7950,658,3485,12573,0,0,0,0
5366,5803,249,15008,0,0,0,0
8141,1372,11002,26302,0,0,0,0
266,101,15823,1521,1,0,0,0
148,233,59857,227,1,0,0,0
4,6,21,5,1,0,0,0
880,738,36346,17904,0,0,0,0
3732,3618,64039,99296,0,0,0,0
199,307,38096,6487,0,0,0,0
3693,4937,35215,66646,1,0,0,0
1230,1487,100304,55140,0,0,0,0
45,30,604,703,0,0,0,0
507,841,98397,18659,0,0,0,0
399,254,13024,183,1,0,0,0
547,430,6178,23664,0,0,0,0
593,226,52726,104227,0,0,0,0
355,390,8166,2913,1,0,0,0
371,809,26143,26050,0,0,0,0
1430,4897,1660,1638,0,0,0,0
877,2579,132,10919,1,0,0,0
649,775,6534,10626,1,0,0,0
1041,489,80712,13015,0,0,0,0
0,18,19,1,1,0,0,0
0,8,0,0,1,0,0,0
2842,1626,10570,1604,0,0,0,0
662,376,21864,9763,1,0,0,0
394,261,4177,7382,0,0,0,0
1436,1812,8189,48667,0,0,0,0
150,164,4740,4290,0,0,0,0
129,120,3,1340,0,0,0,0
549,769,13067,14592,1,0,0,0
160,207,4588,2119,1,0,0,0
0,0,0,0,1,1,0,0
307,274,8622,18090,0,0,0,0
2281,1672,4955,41943,0,0,0,0
361,232,7009,4404,1,0,0,0
8560,9344,277103,276033,1,0,0,0
711,2100,2890,15495,0,0,0,0
118,444,47702,13801,1,0,0,0
1051,771,844,963,1,0,0,0
941,341,13742,7629,0,0,0,0
1918,203,23273,43031,0,0,0,0
21716,15685,3953,20767,0,0,0,0
295,219,123721,9744,0,0,0,0
133,504,7781,5066,1,0,0,0
796,308,10717,20267,1,0,0,0
0,0,0,0,1,1,0,0
1372,1657,99377,23962,0,0,0,0
1284,346,630,3811,1,0,0,0
287,561,8359,11466,0,0,0,0
2588,545,7309,279,1,0,0,0
1369,1626,116772,24721,1,0,0,0
1,7,1,3,1,0,0,0
3819,4960,334577,346005,0,0,0,0
105,123,1029,6671,0,0,0,0
163,129,3739,5926,1,0,0,0
838,600,41569,21687,1,0,0,0
4712,267,7249,1779,0,0,1,0
303,4655,26155,25952,1,0,0,0
1114,1872,14255,55720,1,0,0,0
583,940,20982,8471,1,0,0,0
338,148,3841,54766,0,0,0,0
321,491,4812,3129,1,0,0,0
31,77,771,340,1,0,0,0
220,165,2104,4799,1,0,0,0
1333,590,97953,65705,0,0,0,0
512,527,5062,6670,1,0,0,0
307,209,58547,19358,0,0,0,0
49239,27275,324393,135771,1,0,0,0
181,199,109525,3149,1,0,0,0
7,9,0,39,1,0,0,0
103,189,934,1571,1,0,0,0
8,2,0,0,1,0,0,0
433,1578,2792,679,1,0,0,0
401,320,8623,2760,1,0,0,0
108,381,2024,1840,0,0,0,0
778,951,87213,17651,0,0,0,0
5377,644,3066,2955,0,0,0,0
461,327,18376,2911,0,0,0,0
88,145,6627,5404,0,0,0,0
161,112,2874,4299,1,0,0,0
323,344,8275,9948,1,0,0,0
2717,1282,632,27696,0,0,1,0
1130,745,95430,79307,1,0,0,0
398,479,6594,2398,1,0,0,0
1387,4267,2627,2770,1,0,0,0
0,62,2,5,1,1,0,0
6553,6886,88673,179620,1,0,0,0
3,45,15,8,1,1,0,0
255,366,805,10577,1,0,0,0
521,539,79739,32449,0,0,0,0
808,430,68521,33479,0,0,0,0
292,788,62709,87527,0,0,0,0
754,343,162,2645,0,0,0,0
2907,1577,26098,133577,0,0,0,0
83,396,726,1095,1,0,0,0
5618,634,755,1371,0,0,0,0
1463,601,24259,27368,0,0,0,0
437,522,1315,968,0,0,0,0
5,94,3,16,1,0,0,0
314,469,72164,96910,0,0,0,0
334,321,8808,1756,1,0,0,0
33370,5600,37421,31770,0,0,1,0
202,110,31936,7955,0,0,0,0
637,1162,9503,1195,0,0,0,0
734,798,661,11246,0,0,0,0
399,404,18504,18773,1,0,0,0
261,437,2176,9562,0,0,0,0
286,195,1043,1496,1,0,0,0
601,215,20315,55045,0,0,0,0
132,117,11008,2670,1,0,0,0
843,206,268,4388,0,0,0,0
162,191,5154,10193,1,0,0,0
0,2,11,0,1,0,0,0
2649,3253,60159,87071,0,0,0,0
3064,566,17811,45029,0,0,0,0
5,56,6,45,0,0,0,0
560,764,7101,6161,0,0,0,0
443,472,24903,2831,0,0,0,0
413712,3510,2739,144501,0,0,1,0
304,369,16447,5606,1,0,0,0
729,224,23839,31304,1,0,0,0
1484,2860,5292,3517,0,0,0,0
9587,770,7585,6569,0,0,0,0
427,1152,5190,3078,0,0,0,0
302,1118,12051,29186,0,0,0,0
833,257,36707,4748,0,0,0,0
367,514,20939,5969,1,0,0,0
5200,3277,133420,147938,1,0,0,0
414,379,66411,78686,1,0,0,0
149,215,8573,24163,0,0,0,0
531,420,60171,48852,0,0,0,0
1173,965,24296,50010,0,0,0,0
375,285,23120,7367,0,0,0,0
0,7,42,21,1,0,0,0
450,462,45209,5440,1,0,0,0
2061,1330,307,6523,0,0,0,0
561,1305,16514,51756,0,0,0,0
108,254,812,31,1,0,0,0
487,361,7303,10985,1,0,0,0
1435,2169,1432,10535,0,0,0,0
150,211,10327,8749,0,0,0,0
779,639,18570,9368,0,0,0,0
447,244,8076,6121,1,0,0,0
223,73,46895,25883,0,0,0,0
960,10,57716,95212,0,0,0,0
63,507,318,38,0,0,0,0
431,254,14961,5251,0,0,0,0
7489,1187,8099,128941,0,0,0,0
1317,1000,2270,1081,0,0,0,0
537,475,1463,6135,0,0,0,0
1,34,1,0,1,0,0,0
0,1,212,211,1,0,0,0
671,1133,5473,8460,0,0,0,0
296,293,97142,3994,1,0,0,0
1287,747,4188,43442,1,0,0,0
348,241,22998,17090,0,0,0,0
564,1098,9819,5520,0,0,0,0
189,157,362,1624,0,0,0,0
194,0,1026,1123,0,0,0,0
10342,10503,41102,97054,0,0,0,0
5132,6631,10696,54048,0,0,0,0
1599,1772,1995,2421,1,0,0,0
1150,2111,15010,23449,1,0,0,0
1536,1264,113685,212560,1,0,0,0
514,369,114738,28028,0,0,0,0
575,0,4337,7046,1,0,0,0
774,223,17836,23971,0,0,0,0
222,254,3098,1764,1,0,0,0
941,643,20193,7746,0,0,0,0
1,0,0,0,1,1,0,0
3,81,68,38,1,0,0,0
306,755,72023,46727,1,0,0,0
10,116,15,9,1,0,0,0
308,275,262,7420,0,0,0,0
150,129,1925,4646,0,0,0,0
922,724,70028,26158,0,0,0,0
842,545,20451,2182,0,0,0,0
18417,5525,145113,45049,0,0,0,0
1,17,0,0,1,1,0,0
580,1585,47375,24300,1,0,0,0
3525,4978,46230,148981,0,0,0,0
407,1772,629,5416,1,0,0,0
4691068,261,3677,38418,0,0,1,0
202,310,115777,19825,1,0,0,0
0,0,0,0,0,0,0,0
5757,604,93083,77593,1,0,0,0
1066,4930,2454,3933,0,0,0,0
218,781,1096,871,0,0,0,0
199,701,1722,77,1,0,0,0
128,161,8419,28250,1,0,0,0
127,363,7629,12764,0,0,0,0
167,525,4339,436,0,0,0,0
15516,15583,22832,22189,0,0,0,0
294,204,4095,22715,0,0,0,0
821,206,7175,13602,0,0,0,0
606,523,6433,4524,1,0,0,0
337,315,14012,11427,1,0,0,0
214,246,36544,7852,0,0,0,0
299,451,5172,1859,1,0,0,0
870,575,53444,49725,1,0,0,0
20,71,40,8,1,0,0,0
423,750,49647,58078,0,0,0,0
1006,83,3674,16138,1,0,0,0
4,1,1,7,1,0,0,0
166,80,6430,2389,1,0,0,0
80,1759,8056,8376,0,0,0,0
301,870,68960,11610,1,0,0,0
248,491,84270,4746,0,0,0,0
6,43,1,0,1,0,0,0
119,542,505,105,0,0,0,0
19,563,10,9,1,0,0,0
235,264,12284,10899,0,0,0,0
450,345,2286,9472,0,0,0,0
288,1345,7071,9073,1,0,0,0
462,447,5006,1025,1,0,0,0
190,634,710,824,1,0,0,0
534,398,5615,25558,0,0,0,0
193,0,10068,12551,1,0,0,0
619,729,46559,24838,0,0,0,0
328,2397,11890,11386,1,0,0,0
0,2,0,0,1,1,0,0
145,187,8918,1266,1,0,0,0
2685,1875,958,4838,0,0,0,0
15,184,141,89,1,0,0,0
360,377,464,10713,0,0,0,0
566,381,34007,58154,0,0,0,0
366,191,2932,1216,1,0,0,0
9040,3351,91015,306338,0,0,0,0
0,0,0,0,1,0,0,0
175,299,369,3735,0,0,0,0
1671,3990,11879,22934,0,0,0,0
262,278,1806,7116,1,0,0,0
211,251,118,56,1,0,0,0
387,240,5029,3724,1,0,0,0
919,1969,28345,17383,1,0,0,0
326,1232,4117,9130,0,0,0,0
275,834,2501,1826,1,0,0,0
7905,696,69212,10431,0,0,1,0
172,812,3218,244,0,0,0,0
198,174,29746,14886,0,0,0,0
145,478,319,374,0,0,0,0
317,338,2177,1451,1,0,0,0
322,727,64648,51693,1,0,0,0
289,345,4593,2973,1,0,0,0
199,588,145,13132,1,0,0,0
219,263,34222,65904,0,0,0,0
