followers_count,friends_count,favorites_count,statuses_count,default_profile,default_profile_image,verified,bot
549861,502,899,10992,0,0,1,0
946,400,1310,571,0,0,0,0
40,335,63,40,1,0,0,0
197,3922,353,65,0,0,0,0
2017432,1404,53,29873,0,0,1,0
32,174,11,0,1,0,0,0
103,93,60,379,0,0,0,0
600,818,656,1328,0,0,0,0
218,167,105,306,0,0,0,0
22,94,0,10,0,0,0,0
48020,4324,365,8886,0,0,0,0
31,73,1,1240,0,0,0,0
829840,823,1789,6592,0,0,1,0
9,24,6,30,1,0,0,0
53791,931,26220,120564,0,0,1,0
310472,475,975,29042,0,0,1,0
32,97,0,56,0,0,0,0
13860,300,20690,2950,0,0,1,0
210,532,146,2275,0,0,0,0
323,384,631,617,0,0,0,0
473692,102847,49069,28113,0,0,1,0
55,53,0,43,0,0,0,0
206,686,137,870,0,0,0,0
108643,136,567,5495,0,0,1,0
44361817,66134,31965,39972,0,0,1,0
65,493,998,646,0,0,0,0
1145274,721,647,89050,0,0,1,0
318616,6241,15915,18906,0,0,1,0
682267,142678,153,8663,0,0,1,0
89,329,3,498,0,0,0,0
37,646,77,165,1,0,0,0
3784,1110,12129,9867,0,0,0,0
1460,1462,11133,14692,1,0,0,0
3,58,0,1,1,0,0,0
15,59,18,34,0,0,0,0
108372,221,345,889,0,0,1,0
94,53,1,2514,0,0,0,0
13146,952,58,2721,1,0,0,0
7441109,0,7,4782,0,0,1,0
59,51,0,103,0,0,0,0
1340385,1717,78,45976,0,0,1,0
469948,57,66,469,1,0,1,0
78,79,56,2926,0,0,0,0
1188889,955,48,16962,0,0,1,0
9776136,103,506,6347,0,0,1,0
4096944,55313,7335,99230,0,0,1,0
8213,2704,3812,2141,0,0,1,0
15470731,1,9,4176,0,0,1,0
347268,192,18,5816,0,0,1,0
272893,3053,202,4283,0,0,1,0
126771,368,887,14634,0,0,1,0
12056489,78,16,2380,0,0,1,0
84,166,138,137,0,0,0,0
21010,2734,1659,13171,0,0,0,0
2234,592,8,1248,0,0,1,0
15,9,0,2,0,1,0,0
13799,1776,1312,10413,0,0,0,0
1392,4739,3533,6096,1,0,0,0
2932,997,1400,619,0,0,1,0
4214,0,0,4368,0,0,0,0
4209,1397,29910,8802,1,0,0,0
106,87,30,6620,0,0,0,0
188,593,107,516,0,0,0,0
35553,852,48,17444,0,0,1,0
82,376,562,43,1,0,0,0
2376,19,1,14,1,0,0,0
1309,162,1304,665,0,0,0,0
584886,106,74,16096,0,0,1,0
259,2107,89,166,1,0,0,0
5239367,1228,1283,26529,0,0,1,0
13123,301,2516,1845,1,0,1,0
6013,1996,56485,10759,0,0,0,0
70,156,8,168,1,0,0,0
300955,218994,3114,573,0,0,0,0
92,285,1,9,1,0,0,0
1373222,588,3854,15663,0,0,1,0
1520777,985943,509,142368,0,0,1,0
110,190,503,736,0,0,0,0
44,58,134,304,1,0,0,0
495530,2155,3408,4325,0,0,1,0
7,42,0,1,1,0,0,0
53,216,121,258,1,0,0,0
3787784,570,629,12513,0,0,1,0
2887328,113891,1817,4340,0,0,1,0
770154,2,1,2170,0,0,1,0
6,65,0,3,1,1,0,0
41913,907,393,14131,0,0,1,0
1438,330,21033,23210,1,0,0,0
237,700,8563,6543,1,0,0,0
88,1375,196,11,0,0,0,0
2005920,30590,8,6442,0,0,1,0
2617549,663,478,3830,0,0,1,0
504,945,753,2038,0,0,0,0
135,398,59,1082,0,0,0,0
242539,226,708,4087,0,0,1,0
101094,166,239,1447,0,0,1,0
245,1296,1151,675,1,0,0,0
3194846,409,87,8410,0,0,1,0
85126,2,0,189,0,0,1,0
7660,634,2608,6817,1,0,0,0
2673,416,82,2818,0,0,0,0
5,14,0,2,1,0,0,0
46278,304,2172,4238,0,0,1,0
447,1463,556,3069,0,0,0,0
211,114,36,25528,0,0,0,0
16620010,516,687,19579,0,0,1,0
6178,2010,464,2641,0,0,0,0
20,75,59,294,1,0,0,0
3041209,2056668,9892,129,0,0,1,0
588,3676,1586,84,1,0,0,0
34324,121,124,2503,0,0,0,0
10958029,686,4635,3843,0,0,1,0
188115,583,8225,12306,0,0,1,0
1257260,1109,0,20404,0,0,1,0
7078,491,5269,4678,0,0,1,0
19,26,15,4,1,0,0,0
51,102,37,26,1,0,0,0
14,51,0,3,1,0,0,0
431,168,1300,32430,0,0,0,0
72,447,0,59,1,1,0,0
56,184,124,315,0,0,0,0
220,694,1313,2509,1,0,0,0
524,1728,0,2341,0,0,0,0
2118316,37481,5231,40701,0,0,1,0
226643,347,2469,7937,0,0,1,0
706845,600,432,6257,0,0,1,0
12129428,1844,4109,37438,0,0,1,0
8947,7878,27790,44401,0,0,0,0
735,1555,699,586,1,0,0,0
18,50,9,22,1,0,0,0
11,49,4,4,1,0,0,0
429499,239,889,3413,0,0,1,0
344,458,4941,3522,1,0,0,0
307889,637,12561,16928,0,0,1,0
355,728,1868,29803,0,0,0,0
4403951,1929,18,33058,0,0,1,0
10020,27,0,14477,0,0,0,0
11497,139,9595,2474,1,0,1,0
12,116,0,43,0,0,0,0
17701,12166,2846,7473,0,0,0,0
198,170,13,60,1,0,0,0
15,23,136,556,0,0,0,0
342987,4034,6516,16845,0,0,1,0
65556711,129784,1415,8278,0,0,1,0
624991,875,8770,152754,0,0,1,0
560519,224,13,3589,0,0,1,0
14737,369,171,22738,0,0,1,0
66063403,36152,406,13869,0,0,1,0
135875,347,1164,6586,1,0,1,0
1711038,14,0,1209,0,0,1,0
44,366,1159,37,1,0,0,0
90,170,429,64,0,0,0,0
3437812,770,775,5211,0,0,1,0
340,440,3058,18570,0,0,0,0
231,735,1597,3067,0,0,0,0
316453,150,75,555,0,0,1,0
21081,236,1,10710,1,0,0,0
47,212,15,14,0,0,0,0
9213,598,79,868,0,0,0,0
303,1131,411,722,1,0,0,0
718,1216,948,1139,0,0,0,0
368,1193,185,589,0,0,0,0
4895,444,1021,5022,0,0,1,0
1729739,547,9037,5308,0,0,1,0
249256,412,94,795,0,0,1,0
3792,1564,1118,5927,0,0,0,0
7852416,16,147,2800,0,0,1,0
868976,453,507,767,0,0,1,0
142,1117,33,103,0,0,0,0
10,93,0,24,1,1,0,0
497,511,0,149,1,0,0,0
3380953,3867,1833,42027,0,0,1,0
92292262,302242,3416,30650,0,0,1,0
1017758,6985,12901,13786,0,0,1,0
9,97,0,1,1,0,0,0
2000567,457,901,55202,0,0,1,0
11,53,1,13,1,0,0,0
1599,922,212,11240,0,0,0,0
82,91,634,704,0,0,0,0
178,325,30,405,0,0,0,0
46,233,935,285,1,0,0,0
67,168,0,1851,0,0,0,0
147441,20889,43,7648,0,0,1,0
420699,108,11,5568,0,0,1,0
63866,21,40,70,0,0,1,0
1715,1342,3688,1395,0,0,0,0
5,67,0,2,0,0,0,0
122,88,325,1031,0,0,0,0
4025,487,18,6672,0,0,1,0
52,39,689,206,0,0,0,0
30,72,1,926,0,0,0,0
41776,1158,1264,1096,0,0,1,0
52,323,696,767,0,0,0,0
972032,3072,1423,22362,0,0,1,0
26,150,8,2,1,1,0,0
215,462,812,2384,0,0,0,0
64219,667,2901,85,0,0,1,0
310,0,3,3909,1,0,0,0
18998,2005,2503,3498,0,0,0,0
32,54,1,97,1,0,0,0
45044433,7451,24,9606,0,0,1,0
16,64,15,62,0,0,0,0
22490,308,43,1897,1,0,1,0
696,1102,62486,23665,1,0,0,0
3364,4055,72116,145119,0,0,0,0
6221,365,34601,26716,0,0,0,0
250,316,14181,9406,0,0,0,0
1193,1944,465,7277,0,0,0,0
168,240,1775,237,0,0,0,0
5098,223,86517,237342,0,0,0,0
1055,732,17337,21364,0,0,0,0
182,104,44298,15422,1,0,0,0
7745,796,48631,24094,0,0,1,0
2758,788,60054,64849,0,0,0,0
834,648,44444,24894,0,0,0,0
209,912,304,1186,0,0,0,0
8896,546,5321,124472,0,0,0,0
4832,4845,117830,75720,1,0,0,0
22,73,15,1,1,0,0,0
2998,4262,115796,95529,1,0,0,0
284,1096,1835,1783,0,0,0,0
5730,6213,4985,33759,0,0,0,0
266,661,11509,944,1,0,0,0
123,491,319,493,1,0,0,0
619,868,6274,68911,0,0,0,0
383,221,13002,2265,1,0,0,0
612,222,8249,25987,0,0,0,0
497,610,9115,6555,1,0,0,0
1898,697,94275,91979,0,0,0,0
979,2055,37640,8251,1,0,0,0
286,336,1196,3032,1,0,0,0
273,250,14328,4234,0,0,0,0
341,398,4323,5467,1,0,0,0
312,202,2957,2515,0,0,0,0
1086,1728,2472,2355,1,0,0,0
237,209,873,4533,1,0,0,0
0,1,5,1,1,0,0,0
2163,2936,14340,22335,0,0,0,0
845,1343,17042,21431,1,0,0,0
140,912,3562,6471,0,0,0,0
209,610,626,5872,0,0,0,0
84,559,10295,7062,1,0,0,0
238,857,5552,1833,0,0,0,0
1335,942,53528,42733,0,0,0,0
100,152,1417,2467,0,0,0,0
15205,14688,4728,63693,0,0,0,0
1293,1527,152822,49813,0,0,0,0
19059,375,49874,53277,0,0,0,0
98,204,6298,3468,1,0,0,0
995,2440,13739,36848,0,0,0,0
2452,3470,1253,1016,0,0,0,0
267,283,26150,2996,1,0,0,0
537,522,4401,8345,0,0,0,0
337,235,90192,56320,1,0,0,0
0,13,0,0,1,0,0,0
2041,304,4705,16765,0,0,0,0
243,254,5537,7682,0,0,0,0
425,1730,5850,35962,0,0,0,0
501545,2003,5336,33287,0,0,1,0
162,189,13466,41878,1,1,0,0
29412,1779,11231,117446,0,0,0,0
618,432,27465,19310,0,0,0,0
436,530,39208,6304,1,0,0,0
155,154,8634,29337,1,0,0,0
618,356,13236,6335,1,0,0,0
377,111,42214,15102,0,0,0,0
274,307,16729,5809,1,0,0,0
42,1,0,0,1,0,0,0
597,166,32886,18663,1,0,0,0
669,507,6030,2058,0,0,0,0
223,603,3022,3418,1,0,0,0
471,1074,9238,11462,0,0,0,0
1626,817,1725,3038,0,0,0,0
379,0,4176,1383,1,0,0,0
2806,361,26116,8697,1,0,0,0
374,529,25,447,0,0,0,0
462,263,16614,2025,1,0,0,0
767109,198,4171,30062,0,0,1,0
2012,324,128785,41702,0,0,0,0
77,23,748,50630,0,0,0,0
1009,743,13547,16524,0,0,0,0
475,144,26010,20542,0,0,0,0
211,169,5108,3919,1,0,0,0
585,394,7134,10156,1,0,0,0
724,512,29270,23318,0,0,0,0
803,1240,101668,64249,0,0,0,0
6729,935,17916,33206,0,0,0,0
293,534,7884,2416,1,0,0,0
425,223,9925,14477,0,0,0,0
0,1,4,0,1,0,0,0
2,0,0,0,1,0,0,0
199,233,26717,16194,1,0,0,0
2914,1817,7772,3948,0,0,0,0
226,603,31543,21237,0,0,0,0
193,641,2396,8554,0,0,0,0
341,1206,43831,52692,0,0,0,0
474,780,23348,24545,1,0,0,0
489,634,25910,17211,0,0,0,0
149,206,2150,25198,0,0,0,0
266,1,13808,4400,1,0,0,0
543,992,515,1177,0,0,0,0
131,109,1955,2316,1,0,0,0
447,359,42413,3712,1,0,0,0
315,296,51328,12404,0,0,0,0
714,2406,8866,6203,0,0,0,0
437,189,7977,5066,1,0,0,0
141,352,494,622,1,0,0,0
760,161,55088,12745,0,0,0,0
564,635,803,36140,0,0,0,0
1257,1652,62537,35109,0,0,0,0
375,352,2158,1157,1,0,0,0
1643,380,6380,45077,0,0,0,0
1147,642,43868,19362,1,0,0,0
612,683,50549,12138,1,0,0,0
185,1267,3,2,1,0,0,0
210,165,6542,13171,0,0,0,0
169,149,18132,4623,1,0,0,0
2781,1517,336040,941992,1,0,0,0
5220,4367,78043,93827,1,0,0,0
1076,2299,31721,15637,0,0,0,0
1522,2995,471926,431750,1,0,0,0
210,449,146660,7186,0,0,0,0
269,776,77726,95131,1,0,0,0
632,1868,3641,7509,0,0,0,0
0,0,0,0,1,1,0,0
0,18,7,1,1,1,0,0
400,846,6613,2751,1,0,0,0
405,250,28804,36705,0,0,0,0
139,206,24786,5297,1,0,0,0
1106,622,100,7322,0,0,0,0
308,301,2613,6336,0,0,0,0
362,245,12849,13260,1,0,0,0
1068,608,57003,29299,0,0,0,0
39,48,23,10,1,0,0,0
436,216,398,1709,1,0,0,0
223,217,2699,6424,0,0,0,0
298,603,23597,15594,1,0,0,0
215,143,4134,6509,0,0,0,0
320,317,6798,12932,0,0,0,0
632,219,7019,6609,0,0,0,0
348,394,2825,1509,1,0,0,0
96,149,11,124,1,0,0,0
2330,3209,21475,34062,1,0,0,0
7,11,15,4,1,0,0,0
10,31,297,40,1,0,0,0
249,327,10327,14388,0,0,0,0
72040,388,13710,2983,0,0,1,0
549,442,2760,7829,1,0,0,0
957,908,50304,18497,0,0,0,0
168,75,11581,13535,1,0,0,0
3024,3004,32963,20627,1,0,0,0
257,157,631,919,1,0,0,0
824,454,15856,15345,0,0,0,0
860,808,34472,38375,0,0,0,0
297,0,8411,6896,1,0,0,0
727,669,25252,60235,1,0,0,0
97,517,1109,574,1,0,0,0
227,1449,627,1254,1,0,0,0
227,286,1880,1460,0,0,0,0
561,1217,29640,4359,1,0,0,0
412,1200,46502,47969,1,0,0,0
0,0,0,0,1,1,0,0
163,683,29010,14859,1,0,0,0
530,687,1230,6288,0,0,0,0
755,320,2689,5737,0,0,0,0
2213,1818,169,1346,0,0,0,0
0,0,0,0,1,1,0,0
2441,1889,7721,15830,0,0,0,0
212,432,20394,3414,1,0,0,0
1029,957,54063,54033,1,0,0,0
0,0,0,0,1,1,0,0
3041,3688,0,40480,0,0,0,0
347,241,27716,3030,0,0,0,0
369,464,6392,27043,0,0,0,0
189,285,702,18677,0,0,0,0
1285,1832,72,1915,1,0,0,0
497,361,6682,2564,1,0,0,0
391,1198,60603,23265,1,0,0,0
275,950,2642,3706,0,0,0,0
1194,166,17072,8798,1,0,0,0
405,376,24643,6608,1,0,0,0
228,196,4960,796,1,0,0,0
104,364,203,150,1,0,0,0
1195,3041,58376,42812,0,0,0,0
281,221,7867,11144,0,0,0,0
596,2424,148936,60666,0,0,0,0
634,605,10228,6828,0,0,0,0
686,1840,5673,8310,0,1,0,0
549,557,75,59066,0,0,0,0
4040,4645,295467,196856,0,0,0,0
201,715,149,618,0,0,0,0
223,227,15465,1237,0,0,0,0
321,419,31161,7214,1,0,0,0
1159,746,123571,29823,0,0,0,0
631,766,25086,23470,0,0,0,0
288,369,7284,37099,1,0,0,0
384,1009,7800,36833,0,0,0,0
154,1020,5254,8981,0,0,0,0
1774,129,4027,12840,0,0,0,0
287,194,24600,20906,1,0,0,0
2778,216,112,2370,0,0,0,0
146,179,2247,3162,0,0,0,0
144,154,2770,2855,0,0,0,0
217,188,12953,9510,0,0,0,0
497,522,16947,30021,0,0,0,0
6577,5800,112912,66838,0,0,0,0
1466,188,8516,4921,0,0,0,0
440,342,12475,1392,1,0,0,0
259,464,292,293,1,0,0,0
1,0,0,1,0,0,0,0
401,631,26705,5620,1,0,0,0
255,288,2207,10229,0,0,0,0
819,376,41588,48500,0,0,0,0
108,114,2711,1665,1,0,0,0
737,710,10109,12588,1,0,0,0
13083,3577,66817,36133,0,0,0,0
1533,472,2862,2299,1,0,0,0
301,328,12566,4394,1,0,0,0
232,365,1145,411,0,0,0,0
1234,929,2954,1504,0,0,0,0
364,696,7530,6593,0,0,0,0
2248,2872,941,10489,0,0,0,0
658,614,32317,60014,1,0,0,0
794,541,26753,9531,1,0,0,0
738,259,17237,26306,1,0,0,0
153,93,2828,75,1,0,0,0
346,259,4998,6840,0,0,0,0
1019,298,3538,8927,0,0,0,0
995,2707,2330,956,0,0,0,0
3,0,3,4,1,0,0,0
153,286,2310,343,1,0,0,0
11497,231,303,1787,0,0,1,0
559,346,2604,6587,1,0,0,0
587,730,5198,43535,0,0,0,0
154,509,21779,2281,0,0,0,0
1440,1978,10886,111920,0,0,0,0
362,298,5584,746,0,0,0,0
1356,630,169783,92756,0,0,0,0
195,148,11980,10107,1,0,0,0
140,214,921,3063,1,0,0,0
160,811,6589,3919,1,0,0,0
1206,1001,94551,29266,0,0,0,0
3279,1710,8313,4254,0,0,0,0
805,411,8795,17302,1,0,0,0
195,154,2749,1474,1,0,0,0
218,167,17647,7118,0,0,0,0
492,187,6804,13636,1,0,0,0
2484,854,1904,18367,0,0,0,0
409,466,330,872,1,0,0,0
2257,905,48218,51622,0,0,0,0
212,255,32424,5248,0,0,0,0
655,1721,16884,16368,1,0,0,0
823,1120,37204,50293,0,0,0,0
636,310,9082,9710,0,0,0,0
1436,473,17388,42952,0,0,0,0
1312,518,99997,31131,0,0,0,0
219,190,13292,5115,1,0,0,0
244,817,911,176,0,0,0,0
151,279,2008,23630,0,0,0,0
5931,1300,10711,20202,1,0,0,0
1,8,5,1,1,0,0,0
8157,5349,95662,103087,0,0,0,0
835,179,5465,31,0,0,0,0
385,779,5186,4046,1,0,0,0
190,69,3848,16182,0,0,0,0
0,25,65,0,1,1,0,0
1843,3187,12243,26550,0,0,0,0
4039,4017,70806,47042,0,0,0,0
239,210,20485,28975,0,0,0,0
208,262,1638,3445,0,0,0,0
222,185,1802,1801,0,0,0,0
480,290,17853,34164,0,0,0,0
480,400,31476,16144,0,0,0,0
1603,945,34567,9466,0,0,0,0
640,613,16900,6457,1,0,0,0
412,393,30386,10522,1,0,0,0
4,26,51,9,1,0,0,0
577,937,37968,24023,1,0,0,0
150,388,2061,6369,0,0,0,0
225,109,7154,7826,0,0,0,0
13,0,0,0,1,0,0,0
1402,2014,28257,18841,0,0,0,0
1304,2487,13652,15131,0,0,0,0
0,0,0,0,1,1,0,0
119,212,327,607,1,0,0,0
472,547,11132,23359,0,0,0,0
764,2614,64030,95523,0,0,0,0
134,222,1761,259,1,0,0,0
518,340,56369,9914,0,0,0,0
284,4889,8905,10855,0,0,0,0
876,2167,80391,13941,0,0,0,0
358,2060,229,1246,1,0,0,0
9660,534,9793,174207,0,0,0,0
395,577,17371,12004,1,0,0,0
1001,483,4526,9889,0,0,0,0
794,791,23461,61409,0,0,0,0
183,212,4521,8390,0,0,0,0
574,328,9129,10317,1,0,0,0
4,26,55,8,1,0,0,0
862,395,26526,55532,0,0,0,0
3,4,14,27,1,0,0,0
4204,4827,217494,207556,1,1,0,0
0,10,1,1,1,1,0,0
378,860,19929,18460,0,0,0,0
151,223,4999,638,1,0,0,0
174,218,3938,6137,0,0,0,0
177,239,1508,305,1,0,0,0
1081,1802,54669,14651,0,0,0,0
445,1062,807,2537,1,0,0,0
635,219,16693,16782,0,0,0,0
1093,1479,6046,7428,0,0,0,0
283,369,16310,9805,0,0,0,0
118,122,33,84,0,0,0,0
242,1245,55429,10992,1,0,0,0
1194,829,41982,30716,0,0,0,0
361,260,15092,10035,1,0,0,0
267,277,9662,22608,0,0,0,0
613,0,18524,8538,0,0,0,0
563,620,30610,7430,1,0,0,0
240,226,1598,827,1,0,0,0
890,960,1681,4631,0,0,0,0
616,266,37347,41973,0,0,0,0
603,1161,33163,18143,0,0,0,0
513,382,11802,21353,0,0,0,0
1417,621,58135,60782,0,0,0,0
169,310,26197,28100,1,0,0,0
32,232,39,3,1,0,0,0
1979,787,57344,52292,0,0,0,0
123,307,1,5723,0,0,0,0
581,646,19865,9139,1,0,0,0
4388,2021,24031,39104,1,0,0,0
1067,921,231598,154266,1,0,0,0
247,138,5759,4657,0,0,0,0
363,353,53031,40051,1,0,0,0
330,1158,1536,1876,0,0,0,0
3196,748,8509,16401,0,0,0,0
423,484,65120,27917,0,0,0,0
522,766,8972,2708,1,0,0,0
35,89,19,4,1,0,0,0
289,149,1880,21346,0,0,0,0
175,418,119,1418,1,0,0,0
9550,291,13570,204888,0,0,0,0
180,118,5106,4981,0,0,0,0
835,575,748,1018,0,0,0,0
676,471,7125,3769,0,0,0,0
3,441,310,291,1,1,0,0
162,0,37283,21960,1,0,0,0
199,580,903,1352,1,0,0,0
198,991,12819,11589,1,0,0,0
2446,2204,21791,17617,0,0,0,0
482,417,17091,12040,0,0,0,0
401,463,32123,29400,0,0,0,0
1,1,2,0,1,0,0,0
388,246,554334,19827,1,0,0,0
853,834,32290,17824,0,0,0,0
94,168,593,1142,1,0,0,0
257,495,4504,18956,0,0,0,0
113,161,174,106,0,0,0,0
200,131,1018,2804,0,0,0,0
256,468,2529,1826,0,0,0,0
64,169,75467,79718,0,0,0,0
517,438,4,28392,1,0,0,0
110,192,1394,467,1,0,0,0
185,109,8370,18020,0,0,0,0
290,1263,18121,105571,1,0,0,0
1247,1546,12802,40215,0,0,0,0
5449,4026,14553,851,1,0,0,0
1276,767,1814,48459,0,0,0,0
978,1391,1443,3726,0,0,0,0
522,744,90843,18225,1,0,0,0
681,543,46,7020,1,0,0,0
578,207,6635,1965,0,0,0,0
200,299,6413,1621,1,0,0,0
7059,245,36947,128385,0,0,0,0
140,317,114,864,1,0,0,0
419,151,245,6023,1,0,0,0
481,461,29366,4914,1,0,0,0
248,240,2793,17740,1,0,0,0
4722,1530,534,77489,1,0,0,0
443,874,72210,7585,0,0,0,0
4352,757,72627,74755,0,0,0,0
672,977,2898,2553,1,0,0,0
0,16,2,1,1,1,0,0
186,253,4285,6944,1,0,0,0
756,1235,150675,7340,1,0,0,0
253,163,1136,976,1,0,0,0
1310,748,1304,1543,0,0,0,0
98,128,1214,680,0,0,0,0
406,1161,7883,5553,0,0,0,0
177,121,5118,273,1,0,0,0
1886,1371,8097,36607,0,0,0,0
182,451,24448,6903,0,0,0,0
160,180,77027,29530,0,0,0,0
608,607,40160,3537,0,0,0,0
279,250,7620,5556,1,0,0,0
1148,821,81273,106658,1,0,0,0
202,819,100444,23433,1,0,0,0
943,442,78332,36840,0,0,0,0
431,219,26793,1178,0,0,0,0
335,261,6042,10498,0,0,0,0
21165,16166,2516,4439,0,0,0,0
454,400,13313,3612,1,0,0,0
103,411,1481,702,1,0,0,0
291,167,1306,4599,1,0,0,0
763,715,27543,24528,0,0,0,0
409,475,14249,16786,0,0,0,0
1795,1177,32342,56098,0,0,0,0
111,447,551,376,1,0,0,0
197,217,21771,16507,1,0,0,0
311,150,9846,8282,0,0,0,0
122,135,1449,2440,1,0,0,0
359,255,15173,12457,0,0,0,0
1722,1721,1355,1730,0,0,0,0
131,75,21638,1003,1,0,0,0
298,631,34745,11966,0,0,0,0
118,138,4713,1724,0,0,0,0
521,504,13610,8155,0,0,0,0
634,351,15695,22376,1,0,0,0
474,175,10171,5659,1,0,0,0
3040,480,1022,5634,0,0,1,0
212,125,1316,1012,1,0,0,0
993,1491,3241,10996,0,0,0,0
8688,8774,285278,282198,1,0,0,0
581,626,3800,1006,1,0,0,0
118,577,3714,5656,0,0,0,0
119,147,2372,1717,0,0,0,0
375,230,25991,17878,0,0,0,0
11897,1232,13572,77225,0,0,1,0
244,284,1849,4387,1,0,0,0
522,1375,8493,4665,0,0,0,0
3021,590,9085,11728,0,0,0,0
411,356,2845,1508,1,0,0,0
1201,3045,14797,21306,0,0,0,0
7404,833,61475,21391,0,0,1,0
684,1022,74037,15830,0,0,0,0
220,1372,83316,33343,0,0,0,0
42,396,21213,1276,0,0,0,0
10119,171,2202,4577,0,0,0,0
1066,2748,5340,7936,0,0,0,0
133,96,14,1155,0,0,0,0
1424,795,54471,44985,0,0,0,0
446,1532,9366,7279,0,0,0,0
7,144,568,655,1,0,0,0
229,125,38447,4019,0,0,0,0
5,60,145,194,1,0,0,0
951,1161,1,1640,0,0,0,0
613,685,31953,31372,0,0,0,0
41,398,117,913,0,0,0,0
1570,2096,1726,6373,0,0,0,0
841,693,1171,2315,0,0,0,0
106,0,4003,1590,0,0,0,0
327,177,3051,22751,1,0,0,0
4,75,148,101,1,0,0,0
2694,1194,1383,11791,0,0,0,0
364,389,50053,2482,1,0,0,0
136,243,1290,8529,0,0,0,0
978,356,31297,48585,0,0,0,0
1613,455,14213,5460,1,0,0,0
1181,0,21168,27340,1,0,0,0
208,562,812,1070,0,0,0,0
122,1030,448,581,0,0,0,0
295,376,20165,24685,0,0,0,0
308,260,25588,12839,0,0,0,0
1084,1516,8990,21110,0,0,0,0
226,242,336,3154,0,0,0,0
1071,947,16251,15623,0,0,0,0
4966,132,495,3648,0,0,1,0
3910,4778,16954,16136,1,0,0,0
2316,834,9388,6903,0,0,0,0
0,1,9,0,1,1,0,0
163,202,4423,1505,1,0,0,0
200,430,2903,1467,0,0,0,0
316,308,3118,1940,0,0,0,0
499,462,16042,10226,0,0,0,0
851,484,35146,27710,0,0,0,0
229,1376,1012,9948,0,0,0,0
270,865,3897,3714,0,0,0,0
584,687,54687,108971,1,0,0,0
350,434,10200,4199,1,0,0,0
462,1125,16082,20361,0,0,0,0
353,93,4961,31676,0,0,0,0
277,667,3387,3296,0,0,0,0
16735,266,11269,135556,0,0,0,0
1008,1566,27870,65296,0,0,0,0
245,1042,14261,16850,1,0,0,0
177,215,2289,45146,0,0,0,0
2159,4231,103921,55928,0,0,0,0
2127,566,19588,19411,1,0,0,0
721,725,2840,12271,0,0,0,0
1,2,1,56,1,0,0,0
1988,291,8510,15855,0,0,0,0
0,0,0,0,1,0,0,0
443,421,40295,4554,0,0,0,0
555,382,11832,2537,1,0,0,0
2669,4403,4164,5089,0,0,0,0
267,230,3516,5324,0,0,0,0
3225,628,290449,146407,1,0,0,0
590,1147,11931,35273,1,0,0,0
99,98,1955,8239,0,0,0,0
1944,2299,41869,22389,0,0,0,0
231,206,4750,7781,0,0,0,0
2323,2108,5912,619,1,0,0,0
387,376,34885,2210,1,0,0,0
5801,206,357,1683,0,0,0,0
4,0,0,3,1,1,0,0
10786,11532,99086,219927,0,0,0,0
908,681,40,4210,0,0,0,0
469,366,3279,132529,0,0,0,0
670,1270,3237,4530,0,0,0,0
5203,2380,124387,94427,1,0,0,0
124,478,913,671,1,0,0,0
330,305,4435,2597,1,0,0,0
257,517,627,2702,0,0,0,0
26,0,525,558,1,0,0,0
161,151,5465,16240,1,0,0,0
27,1,3,926,1,0,0,0
569,427,11231,7829,0,0,0,0
222667,203375,76451,27633,0,0,1,0
310,106,50,19796,0,0,0,0
488,549,2314,3070,0,0,0,0
2214,2440,8991,35027,0,0,0,0
2316,1861,53455,27044,0,0,0,0
127,161,2090,237,1,0,0,0
385,166,25343,27453,0,0,0,0
70,17,836,750,1,0,0,0
846,1339,28663,10058,1,0,0,0
0,1,3,3,1,0,0,0
1762,1008,45122,132771,1,0,0,0
875,538,19309,48699,0,0,0,0
87,26,809,758,1,0,0,0
188,197,204,396,1,0,0,0
0,7,0,1,1,1,0,0
478,387,1254,5404,0,0,0,0
235,373,145,5044,0,0,0,0
2273,4937,7050,9729,0,0,0,0
660,340,59342,18720,0,0,0,0
5,24,13,24,1,0,0,0
155,180,181,1772,1,0,0,0
163,452,4097,10630,1,0,0,0
8851,8198,17152,451696,1,0,0,0
362,155,31706,2915,0,0,0,0
165,194,7900,9508,0,0,0,0
721,188,6518,13107,0,0,0,0
1741,2092,106676,27883,1,0,0,0
100,422,260,187,1,0,0,0
324,1362,1712,9242,0,0,0,0
208,281,2417,264,1,0,0,0
8110,8858,10636,232028,1,0,0,0
27,128,399,243,1,0,0,0
269,223,8888,24148,0,0,0,0
200,300,23595,16737,0,0,0,0
2593,5001,38935,41675,0,0,0,0
2491,1443,24356,19116,0,0,0,0
2125,537,10091,4080,0,0,0,0
2187,5001,166211,75541,0,0,0,0
217,449,10747,12949,1,0,0,0
208,296,219,2549,0,0,0,0
245,105,1533,16827,0,0,0,0
263,379,10128,33937,0,0,0,0
1665,1831,533,15698,0,0,0,0
380,169,5231,12859,0,0,0,0
0,20,67,39,1,0,0,0
87,184,4408,1589,1,0,0,0
414,611,3999,6039,0,0,0,0
205,214,3889,1561,0,0,0,0
4893,412,23446,12514,1,0,0,0
633,2050,27286,20983,0,0,0,0
424,297,437,1921,1,0,0,0
4635,5098,17147,44242,0,0,0,0
227,428,8465,3096,1,0,0,0
311,292,839,3091,0,0,0,0
170,116,63822,10918,1,0,0,0
